s1_id,target_id,country,source,v3_rank,v3_score,model_score
S1-166326794,S2-356852217,US,S2,2,1.0000,1.0000
S1-166326794,S3-651307496,US,S3,3,0.7923,0.9979
S1-166326794,S3-1571980,US,S3,4,0.7923,0.9971
S1-166326794,S2-489069759,US,S2,5,0.7923,0.9971
S1-166330778,S2-252281337,US,S2,1,0.8667,0.9997
S1-166330778,S3-832900981,US,S3,2,0.8243,0.9998
S1-166330778,S2-299231219,US,S2,3,0.6043,0.9668
S1-166353304,S2-588984063,India,S2,1,0.9000,0.9836
S1-166377309,S3-57617812,US,S3,1,1.0000,0.9999
S1-166377309,S2-767867154,US,S2,2,1.0000,0.9998
S1-166377309,S2-642130009,US,S2,3,1.0000,0.9998
S1-166377309,S3-268587923,US,S3,4,0.9000,0.9995
S1-166391010,S3-762341008,India,S3,1,1.0000,0.9998
S1-166391010,S2-750780772,India,S2,24,0.8246,0.9910
S1-166391010,S2-760024768,India,S2,990,0.7296,0.9936
S1-166415877,S3-854282930,US,S3,1,1.0000,0.9999
S1-166415877,S3-142282936,US,S3,2,1.0000,1.0000
S1-166415877,S2-358362963,US,S2,3,1.0000,0.9989
S1-166486726,S3-419329910,India,S3,1,1.0000,0.9961
S1-166486726,S3-407326563,India,S3,2,1.0000,0.9999
S1-166486726,S3-466250250,India,S3,4,0.9000,0.2845
S1-166486726,S2-561310186,India,S2,6,0.9000,0.9993
S1-166486726,S3-140912953,India,S3,73,0.6747,0.9987
S1-166486726,S2-858269417,India,S2,74,0.6667,0.5626
S1-166493658,S2-774282219,India,S2,1,1.0000,0.9997
S1-166493658,S2-381059486,India,S2,3,0.8042,0.9998
S1-166493658,S3-172240917,India,S3,4,0.7667,0.8736
S1-166493658,S3-290176235,India,S3,5,0.7375,0.9928
S1-166493658,S3-603238752,India,S3,6,0.7043,0.9753
S1-16650770,S3-492559072,US,S3,1,1.0000,0.9993
S1-166531501,S3-57149960,India,S3,1,0.8667,0.9714
S1-166531501,S3-451764597,India,S3,2,0.8667,0.9998
S1-166531501,S2-497687456,India,S2,285,0.5000,0.9967
S1-166679156,S2-581301272,India,S2,1,1.0000,1.0000
S1-166679156,S3-613146761,India,S3,2,0.7812,0.9998
S1-166679156,S2-222077228,India,S2,3,0.7667,0.8206
S1-166679156,S2-583178893,India,S2,4,0.7410,0.9960
S1-166693716,S3-318828764,India,S3,1,1.0000,1.0000
S1-166693716,S2-90639289,India,S2,2,0.8262,0.9975
S1-166693716,S3-418353639,India,S3,3,0.7667,0.8239
S1-166694039,S2-969549581,India,S2,1,1.0000,0.9990
S1-166694039,S3-742232679,India,S3,2,0.9500,0.9884
S1-166694039,S3-70840035,India,S3,3,0.9500,0.9906
S1-166694039,S3-278601297,India,S3,4,0.9000,0.9903
S1-166707584,S3-858047767,India,S3,1,1.0000,0.9999
S1-166707584,S2-541125853,India,S2,2,0.8758,0.9997
S1-166790134,S3-999833226,India,S3,1,1.0000,0.9999
S1-166790134,S2-886245229,India,S2,2,1.0000,1.0000
S1-166790134,S2-579040194,India,S2,3,1.0000,1.0000
S1-166790134,S3-678643993,India,S3,4,0.8156,0.9998
S1-166790134,S2-414735754,India,S2,5,0.8042,0.9996
S1-166798492,S3-910206678,US,S3,1,1.0000,1.0000
S1-166798492,S3-219765739,US,S3,3,0.8057,0.9997
S1-166798492,S2-286232563,US,S2,4,0.7985,0.9995
S1-166798492,S3-447594109,US,S3,5,0.7500,0.9999
S1-166798492,S3-446872454,US,S3,6,0.6690,0.9975
S1-16688271,S3-351345169,US,S3,1,1.0000,0.9996
S1-16688271,S2-496620021,US,S2,2,1.0000,1.0000
S1-16688271,S2-346588087,US,S2,3,0.8544,0.9940
S1-166889265,S3-836559757,India,S3,1,1.0000,1.0000
S1-166889265,S2-534858726,India,S2,2,0.9600,0.9961
S1-166889265,S2-154123598,India,S2,3,0.9600,0.9959
S1-166889265,S2-20761315,India,S2,8,0.7505,0.9947
S1-166889265,S3-51254306,India,S3,9,0.7451,0.9985
S1-166898844,S3-10398304,India,S3,1,1.0000,0.9962
S1-166908272,S3-854115911,India,S3,1,1.0000,0.9990
S1-166908272,S3-324976716,India,S3,2,0.9600,0.9992
S1-166908272,S2-582625126,India,S2,3,0.9600,0.9698
S1-166908272,S2-390627303,India,S2,4,0.9600,0.9960
S1-166908272,S3-96148668,India,S3,5,0.7667,0.6665
S1-166908272,S3-185920622,India,S3,6,0.7667,0.6665
S1-166908272,S2-474289833,India,S2,225,0.5704,0.9946
S1-166955065,S3-244973086,US,S3,1,1.0000,1.0000
S1-166955065,S3-790319072,US,S3,2,0.8000,0.9990
S1-166955065,S3-137580928,US,S3,3,0.7733,0.9999
S1-166955065,S2-886496693,US,S2,5,0.7667,0.9993
S1-167040790,S3-244483203,US,S3,1,1.0000,1.0000
S1-167040790,S2-752234071,US,S2,2,0.9232,0.9995
S1-167040790,S3-65119487,US,S3,3,0.8480,0.9990
S1-167040790,S2-371056156,US,S2,4,0.8480,0.9992
S1-167040790,S3-94483458,US,S3,6,0.6333,0.9998
S1-167069527,S3-834879909,US,S3,1,1.0000,1.0000
S1-167069527,S2-270044288,US,S2,2,1.0000,0.9993
S1-167141903,S3-55184972,US,S3,2,0.7667,0.9935
S1-167141903,S2-955718772,US,S2,5,0.7667,0.9974
S1-167141903,S2-4360287,US,S2,9,0.7667,0.9982
S1-167141903,S2-379465360,US,S2,10,0.7667,0.9874
S1-167153604,S3-171096956,US,S3,1,0.7500,0.9993
S1-167235758,S2-25883788,India,S2,1,1.0000,1.0000
S1-167235758,S3-346849433,India,S3,2,0.7667,0.9935
S1-167260164,S2-923413986,India,S2,1,0.8179,0.9997
S1-167260164,S3-54255679,India,S3,2,0.7246,0.9984
S1-167260164,S2-878647736,India,S2,22,0.5119,0.9981
S1-167313931,S3-394512876,US,S3,186,0.6583,0.9997
S1-167317568,S3-751966113,US,S3,1,1.0000,1.0000
S1-167317568,S3-499127169,US,S3,2,1.0000,1.0000
S1-167317568,S3-306207474,US,S3,6,0.7667,0.9969
S1-167317568,S2-59256963,US,S2,11,0.6061,0.9979
S1-167327696,S2-736549428,US,S2,1,1.0000,0.9998
S1-167327696,S2-539750771,US,S2,2,1.0000,0.9998
S1-167327696,S2-183523753,US,S2,3,0.7952,0.9992
S1-167347585,S2-500753722,US,S2,1,1.0000,0.9996
S1-167347585,S3-444635625,US,S3,2,0.7833,0.9985
S1-167347585,S2-704079068,US,S2,3,0.6924,0.9984
S1-167347585,S3-431455002,US,S3,4,0.6884,0.7754
S1-167353688,S2-278603583,US,S2,1,1.0000,1.0000
S1-167353688,S3-792522097,US,S3,2,0.8387,0.9991
S1-167353688,S3-462217110,US,S3,3,0.7992,0.9983
S1-167377832,S3-776293296,US,S3,1,1.0000,1.0000
S1-167412442,S3-427943989,US,S3,1,1.0000,1.0000
S1-167412442,S2-417564955,US,S2,2,0.7195,0.9954
S1-167412442,S3-675582699,US,S3,3,0.6077,0.9977
S1-167412442,S2-193497136,US,S2,4,0.5889,0.9923
S1-167474345,S3-914753588,US,S3,3,0.9000,0.9922
S1-167474345,S3-779953097,US,S3,4,0.9000,0.9967
S1-167474345,S3-418862232,US,S3,2762,0.6500,0.9052
S1-167494791,S3-705298277,US,S3,1,1.0000,0.9997
S1-167494791,S3-474904768,US,S3,2,1.0000,0.9998
S1-167494791,S2-455524835,US,S2,3,0.8515,0.9994
S1-167494791,S3-556831918,US,S3,24,0.7167,0.9955
S1-167494791,S3-197261459,US,S3,28,0.5896,0.9998
S1-167676986,S3-896021328,India,S3,1,1.0000,0.9994
S1-167676986,S2-446881192,India,S2,2,1.0000,0.9996
S1-167676986,S3-14687721,India,S3,3,0.9014,0.9998
S1-167676986,S3-4368628,India,S3,4,0.8135,0.9979
S1-167676986,S2-506787128,India,S2,7,0.4722,0.9518
S1-167758215,S2-55903895,US,S2,1,0.7619,0.9960
S1-167799365,S3-621230632,US,S3,1,0.7667,0.9980
S1-167799365,S2-994552514,US,S2,2,0.5521,0.9842
S1-167804562,S2-322296674,India,S2,1,0.8054,0.9962
S1-167856916,S2-363947602,India,S2,1,0.8692,0.9993
S1-167863221,S3-815451184,US,S3,264,0.7333,0.9975
S1-167863221,S3-454203861,US,S3,265,0.6882,0.9947
S1-167895377,S3-144428749,India,S3,1,1.0000,1.0000
S1-167895377,S2-217005685,India,S2,2,1.0000,1.0000
S1-167981660,S2-989034471,India,S2,1,1.0000,1.0000
S1-167981660,S3-794016572,India,S3,2,0.9000,0.9998
S1-167981660,S3-663726477,India,S3,17,0.5812,0.9777
S1-167994275,S2-591081583,India,S2,1,0.9333,1.0000
S1-167994275,S2-516640491,India,S2,2,0.9333,0.9950
S1-167994275,S3-113227134,India,S3,3,0.9000,0.9660
S1-167994275,S3-166662038,India,S3,5,0.8056,0.9910
S1-16805302,S3-780012189,US,S3,1,1.0000,1.0000
S1-16805302,S3-303224773,US,S3,2,0.8067,0.9996
S1-16805302,S2-103422474,US,S2,3,0.7667,0.9996
S1-168099873,S3-647210458,US,S3,1,1.0000,1.0000
S1-168099873,S2-296707964,US,S2,2,1.0000,0.9882
S1-168099873,S2-372395917,US,S2,25,0.7667,0.9720
S1-168107452,S3-311858139,US,S3,1,1.0000,1.0000
S1-168107452,S2-634447618,US,S2,2,1.0000,0.9998
S1-168107452,S2-576515240,US,S2,3,1.0000,0.9998
S1-168107452,S2-545167025,US,S2,4,1.0000,1.0000
S1-168107452,S2-156757810,US,S2,25,0.6762,0.9978
S1-168144064,S3-957488088,India,S3,1,1.0000,0.9991
S1-168144064,S3-475869292,India,S3,2,1.0000,0.9990
S1-168144064,S2-694900602,India,S2,3,1.0000,0.9999
S1-168144064,S2-260659424,India,S2,4,0.7782,0.9996
S1-168212884,S3-981266413,US,S3,1,1.0000,1.0000
S1-168212884,S2-885020990,US,S2,2,1.0000,0.9996
S1-168212884,S2-148838656,US,S2,3,1.0000,0.9997
S1-168212884,S3-409213667,US,S3,28,0.7533,0.9971
S1-168246169,S3-808614455,India,S3,1,0.7667,0.9982
S1-168246169,S3-660864640,India,S3,3,0.7667,0.6249
S1-168335222,S2-412693283,US,S2,1,0.9000,0.9961
S1-168335222,S3-601684477,US,S3,2,0.8667,0.6072
S1-168335222,S3-19904101,US,S3,4,0.7159,0.9999
S1-168394985,S3-773854709,India,S3,935,0.7061,0.9919
S1-168436931,S3-586706724,India,S3,2,0.8667,0.9992
S1-168436931,S2-703649590,India,S2,3,0.8667,0.9998
S1-168474292,S3-427804969,US,S3,4,0.7667,0.9957
S1-168474292,S3-175576185,US,S3,6,0.7667,0.7169
S1-168474292,S2-38678941,US,S2,12,0.7667,0.9982
S1-168474292,S2-354411780,US,S2,13,0.7667,0.9982
S1-168474292,S2-156628124,US,S2,15,0.7667,0.9984
S1-168528296,S3-160894628,US,S3,2,0.7215,0.9987
S1-168575114,S2-990298136,US,S2,1,1.0000,1.0000
S1-168575114,S3-240561824,US,S3,2,0.9000,0.9999
S1-168575114,S2-361691196,US,S2,3,0.8471,0.9990
S1-168575114,S3-279488781,US,S3,6,0.7000,1.0000
S1-168575114,S3-589038487,US,S3,8,0.6396,0.9969
S1-168660478,S3-758123939,India,S3,2,0.7667,0.9908
S1-168660478,S3-313433894,India,S3,4,0.6942,0.9999
S1-168667990,S2-846514650,US,S2,1,1.0000,0.9997
S1-168667990,S3-290993673,US,S3,2,0.9000,0.9998
S1-168667990,S3-242233742,US,S3,3,0.8062,0.9999
S1-168705278,S2-101725604,US,S2,1,1.0000,1.0000
S1-168705278,S2-272029246,US,S2,2,0.8018,0.9993
S1-168705278,S3-404967942,US,S3,3,0.7667,0.9301
S1-168705278,S2-44457975,US,S2,10,0.7667,0.9900
S1-168777658,S3-933921552,US,S3,1,1.0000,1.0000
S1-168777658,S3-278047748,US,S3,2,1.0000,0.9992
S1-168777658,S2-530430615,US,S2,3,1.0000,1.0000
S1-168777658,S2-160573833,US,S2,81,0.7275,0.9997
S1-16878120,S3-922168437,US,S3,1,0.8076,0.9989
S1-168804605,S3-837557158,US,S3,1,0.9172,0.9999
S1-168804605,S2-579810478,US,S2,3,0.7667,0.9985
S1-168872679,S3-698436906,US,S3,1,1.0000,1.0000
S1-168872679,S2-809514301,US,S2,2,1.0000,1.0000
S1-168872679,S3-874364036,US,S3,3,0.8333,0.9988
S1-168872679,S2-10393141,US,S2,4,0.7758,0.9993
S1-168872679,S2-699425487,US,S2,5,0.7667,0.9987
S1-168872679,S2-807171655,US,S2,7,0.7667,0.4327
S1-168901605,S2-687914655,India,S2,1,0.9600,0.9933
S1-168901605,S2-203404537,India,S2,2,0.9600,0.9933
S1-168901605,S3-733447570,India,S3,20,0.8197,0.9993
S1-168952073,S3-922715219,US,S3,1,0.7667,0.9981
S1-168952073,S2-132198482,US,S2,2,0.7667,0.7948
S1-168957504,S3-957600780,US,S3,1,1.0000,0.9996
S1-168957504,S3-639339520,US,S3,2,1.0000,0.9998
S1-168957504,S2-621758806,US,S2,3,1.0000,1.0000
S1-169043848,S3-108893101,India,S3,1,0.8281,0.9786
S1-169043848,S3-131801395,India,S3,4,0.6882,0.9968
S1-169081154,S3-577413012,US,S3,1,1.0000,1.0000
S1-1691040,S3-348315861,India,S3,71,0.7119,0.9988
S1-169119,S3-432269119,US,S3,1,1.0000,0.9989
S1-169119,S2-333814563,US,S2,1876,0.7667,0.5420
S1-169119,S3-392880103,US,S3,2151,0.7154,0.9997
S1-169204386,S3-919054078,US,S3,1,0.9000,0.9979
S1-169204386,S2-736099850,US,S2,2,0.8156,0.9990
S1-169259685,S3-960151713,India,S3,1,0.8667,0.7152
S1-169280240,S2-225016229,India,S2,6,0.8667,0.9938
S1-169285018,S3-734084347,US,S3,1,0.7771,0.9982
S1-169285018,S2-391530894,US,S2,2,0.7771,0.9996
S1-169285018,S2-90108600,US,S2,3,0.7667,0.9664
S1-169298658,S3-839078394,US,S3,2,0.7390,0.9996
S1-169371790,S2-405030845,India,S2,1,1.0000,1.0000
S1-169371790,S2-271231204,India,S2,2,1.0000,0.9999
S1-169371790,S3-252581725,India,S3,3,0.7576,0.9994
S1-169444500,S2-62825036,India,S2,1,1.0000,0.9999
S1-169444500,S3-854544675,India,S3,4,0.8222,0.9893
S1-169503871,S3-297248508,US,S3,1,1.0000,1.0000
S1-169503871,S2-665490829,US,S2,2,1.0000,0.9995
S1-169660403,S3-334217772,US,S3,1,1.0000,0.9994
S1-169660403,S3-518899236,US,S3,2,0.9000,0.9951
S1-169660403,S2-483265314,US,S2,3,0.7262,0.9636
S1-169660403,S2-785871,US,S2,4,0.6333,0.9941
S1-169668059,S2-411325599,India,S2,1,0.8667,0.9998
S1-169668059,S3-944740698,India,S3,3,0.7544,0.9990
S1-169739451,S3-577082884,US,S3,1,1.0000,1.0000
S1-169739451,S3-159310041,US,S3,2,1.0000,1.0000
S1-169739451,S3-471421068,US,S3,3,0.8333,0.9997
S1-169739451,S2-846930756,US,S2,93,0.7667,0.9188
S1-169739451,S3-378639196,US,S3,153,0.6667,0.9987
S1-16974169,S3-94365882,US,S3,1,1.0000,1.0000
S1-16974169,S3-707756277,US,S3,2,0.8724,0.9997
S1-16974169,S2-635186659,US,S2,3,0.8667,0.9997
S1-16974169,S3-729746997,US,S3,4,0.7933,0.9997
S1-16982206,S3-544716233,India,S3,1,0.8667,0.7929
S1-170134919,S3-765207201,India,S3,1,1.0000,0.9992
S1-170134919,S2-892248386,India,S2,2,0.9333,0.9999
S1-170134919,S3-515523864,India,S3,5,0.6577,0.9967
S1-170197904,S3-472867763,India,S3,1,1.0000,0.9985
S1-170197904,S3-402942569,India,S3,2,1.0000,0.9989
S1-170197904,S2-984104441,India,S2,3,1.0000,0.9989
S1-170197904,S2-906494821,India,S2,4,1.0000,0.9991
S1-170197904,S2-536271924,India,S2,5,1.0000,0.9975
S1-170197904,S2-227959090,India,S2,7,0.6847,0.9967
S1-170243501,S3-869563694,US,S3,1,1.0000,0.9996
S1-170243501,S2-281964400,US,S2,2,0.8647,0.9997
S1-170243501,S2-481339315,US,S2,3,0.8619,0.9993
S1-170243501,S2-400206067,US,S2,5,0.7470,0.9985
S1-170246086,S2-778332363,US,S2,1,1.0000,1.0000
S1-170246086,S2-327922017,US,S2,2,1.0000,1.0000
S1-170246086,S3-453868357,US,S3,3,0.9000,0.9998
S1-170246086,S3-442144418,US,S3,4,0.7801,0.9953
S1-170246086,S2-687517270,US,S2,5,0.7778,0.9991
S1-170328048,S3-211513758,US,S3,1,1.0000,1.0000
S1-170328048,S2-546077218,US,S2,215,0.7667,0.2744
S1-170328048,S3-647119944,US,S3,289,0.6569,0.9958
S1-170338612,S3-699957356,India,S3,1,0.8692,0.9984
S1-170338612,S2-46293584,India,S2,2,0.7281,0.9958
S1-170446488,S2-289228995,US,S2,1,1.0000,0.9997
S1-170496522,S2-739452097,US,S2,1,0.9000,0.9951
S1-170496522,S3-76011400,US,S3,2,0.8042,0.9995
S1-170496522,S2-305979483,US,S2,72,0.5728,0.9962
S1-170496522,S2-53136927,US,S2,76,0.5645,0.9942
S1-170626057,S3-325413378,US,S3,1,1.0000,0.9994
S1-170626057,S3-874216562,US,S3,2,0.8083,0.9975
S1-170626057,S2-211793124,US,S2,5,0.7667,0.9981
S1-170709246,S2-555743811,India,S2,1,0.7865,0.9699
S1-17075747,S2-639505905,India,S2,1,1.0000,1.0000
S1-17075747,S2-341800888,India,S2,2,1.0000,0.9999
S1-17075747,S3-831464023,India,S3,3,0.8667,0.9989
S1-17075747,S3-396563332,India,S3,40,0.6103,0.4167
S1-170772069,S3-897934735,India,S3,1,1.0000,0.9972
S1-170772069,S3-759048817,India,S3,2,1.0000,0.9967
S1-170772069,S2-192701888,India,S2,3,0.9000,0.9609
S1-170772069,S3-791112139,India,S3,4,0.7833,0.9936
S1-17086041,S3-844696194,US,S3,1,1.0000,1.0000
S1-17086041,S3-956488289,US,S3,2,0.8212,0.9992
S1-170878039,S3-817921341,US,S3,1,1.0000,1.0000
S1-171025346,S3-814073709,India,S3,1,1.0000,0.9997
S1-171025346,S3-770679025,India,S3,2,0.7769,0.9994
S1-171057488,S3-580062001,US,S3,1,1.0000,0.9998
S1-171057488,S3-955995120,US,S3,2,0.7667,0.7924
S1-171082903,S2-385656882,US,S2,1,0.9000,1.0000
S1-171082903,S2-222025625,US,S2,3,0.7135,0.9978
S1-171082903,S3-333195564,US,S3,4,0.7018,0.9830
S1-171193624,S2-598402150,India,S2,8,0.6833,0.9725
S1-171193624,S3-155239789,India,S3,64,0.5497,0.9810
S1-171267383,S3-98976159,India,S3,1,1.0000,0.9989
S1-171267383,S3-980951274,India,S3,2,1.0000,0.9992
S1-171267383,S3-594215616,India,S3,3,1.0000,1.0000
S1-171267383,S3-505495395,India,S3,4,1.0000,0.9990
S1-171267383,S2-935197826,India,S2,6,0.8500,0.5834
S1-171267383,S2-122716512,India,S2,7,0.8500,0.9963
S1-171267383,S2-392393101,India,S2,8,0.6492,0.8888
S1-171267383,S2-959909779,India,S2,11,0.5470,0.9205
S1-17136391,S3-59171274,US,S3,1,0.8135,0.9956
S1-17136391,S2-546275281,US,S2,2,0.7667,0.3719
S1-17136391,S2-867306601,US,S2,3,0.7444,0.9901
S1-17136391,S2-794389907,US,S2,4,0.7252,0.9520
S1-17136391,S2-6254270,US,S2,5,0.5583,0.9883
S1-171422843,S3-400489668,US,S3,1,1.0000,0.9998
S1-171422843,S3-778960256,US,S3,2,0.8823,0.9996
S1-171422843,S2-620630605,US,S2,3,0.8179,0.9994
S1-171422843,S3-76480020,US,S3,4,0.8135,0.9989
S1-171422843,S3-242616088,US,S3,5,0.8135,0.9988
S1-171430897,S3-895444818,US,S3,1,0.9000,0.9999
S1-171430897,S2-927419441,US,S2,2,0.9000,0.9981
S1-171430897,S2-747910158,US,S2,3,0.9000,0.9981
S1-171430897,S2-536190354,US,S2,4,0.9000,1.0000
S1-171430897,S2-718201805,US,S2,256,0.5296,0.9943
S1-171431095,S3-56126955,US,S3,1,1.0000,1.0000
S1-171431095,S2-728954171,US,S2,2,1.0000,1.0000
S1-171431095,S2-990006229,US,S2,3,0.9198,0.9999
S1-171502857,S3-29096140,US,S3,1,1.0000,0.9996
S1-171502857,S3-271850833,US,S3,2,1.0000,0.9996
S1-171502857,S2-352750362,US,S2,3,1.0000,0.9976
S1-171502857,S3-540103587,US,S3,7,0.6706,0.9997
S1-171502857,S2-643836134,US,S2,8,0.6357,0.9954
S1-171502857,S3-586029717,US,S3,9,0.6000,0.9939
S1-171502857,S3-165099028,US,S3,10,0.5914,0.9914
S1-171503847,S3-420974665,US,S3,1,1.0000,1.0000
S1-171503847,S3-143014464,US,S3,229,0.5833,0.9950
S1-17150515,S3-608703400,US,S3,1,1.0000,1.0000
S1-17150515,S2-513194516,US,S2,2,1.0000,1.0000
S1-171603556,S3-954329823,US,S3,1,1.0000,1.0000
S1-171603556,S2-743044861,US,S2,2,0.8333,0.9997
S1-17162100,S2-438596783,US,S2,1,0.9000,0.9944
S1-17162100,S2-772287795,US,S2,4,0.7667,0.7271
S1-171634860,S2-694818765,US,S2,1,1.0000,1.0000
S1-171634860,S2-582492520,US,S2,2,1.0000,1.0000
S1-171634860,S3-172835679,US,S3,3,0.7944,0.9981
S1-171712561,S3-126695554,US,S3,1,1.0000,0.9997
S1-171712561,S2-753605072,US,S2,2,1.0000,0.9999
S1-171712561,S2-799014882,US,S2,3,0.8197,0.9981
S1-171712561,S2-531739628,US,S2,4,0.7667,0.9992
S1-171738823,S3-292517217,India,S3,2,0.7667,0.9999
S1-171756934,S3-51175298,India,S3,1,0.9000,0.9995
S1-171756934,S3-349254482,India,S3,2,0.9000,0.9998
S1-171756934,S2-200732180,India,S2,10,0.7061,0.9761
S1-17190414,S3-312431601,India,S3,1,1.0000,0.9999
S1-17190414,S3-262142047,India,S3,2,1.0000,0.9978
S1-17190414,S2-780471641,India,S2,3,1.0000,0.9974
S1-17190414,S2-519000467,India,S2,4,1.0000,0.9941
S1-17190414,S2-217925883,India,S2,21,0.6260,0.9939
S1-171912358,S2-356881739,US,S2,1,1.0000,1.0000
S1-171912358,S2-141491201,US,S2,2,1.0000,0.9998
S1-171912358,S3-615036334,US,S3,3,0.5766,0.9939
S1-171966749,S3-92885803,US,S3,1,1.0000,1.0000
S1-171966749,S2-910812960,US,S2,2,1.0000,0.9998
S1-171966749,S3-159125055,US,S3,9,0.6652,0.9982
S1-171985923,S3-768970826,India,S3,1,0.8667,0.9746
S1-171985923,S3-45898,India,S3,2,0.8667,0.9282
S1-172009065,S2-642812579,US,S2,1,1.0000,0.9996
S1-172009065,S2-20741595,US,S2,2,1.0000,0.9995
S1-17202433,S2-997280705,US,S2,1,1.0000,0.9998
S1-17202433,S3-550414970,US,S3,2,0.8333,0.9991
S1-17202433,S2-932893893,US,S2,3,0.8333,0.9996
S1-17202433,S3-709366494,US,S3,4,0.8062,0.9992
S1-17202433,S2-411271736,US,S2,6,0.7667,0.7801
S1-17202433,S2-116282757,US,S2,7,0.7049,0.9929
S1-172198910,S3-226890413,US,S3,1,1.0000,0.9996
S1-172198910,S2-824601917,US,S2,2,1.0000,1.0000
S1-172198910,S2-618972073,US,S2,3,1.0000,1.0000
S1-172264267,S2-202448960,India,S2,2,0.7143,0.9980
S1-172264267,S2-516785530,India,S2,22,0.6185,0.9925
S1-172269634,S3-640058370,US,S3,1,1.0000,1.0000
S1-172269634,S3-44493159,US,S3,2,1.0000,1.0000
S1-172269634,S2-465739357,US,S2,3,0.7232,0.9972
S1-172279879,S2-415257903,India,S2,1,1.0000,0.9998
S1-172279879,S2-279994118,India,S2,2,1.0000,1.0000
S1-172279879,S2-247953033,India,S2,3,1.0000,0.9998
S1-172279879,S3-261076098,India,S3,5,0.6576,0.9840
S1-172279879,S3-679786255,India,S3,6,0.6233,0.9494
S1-172279879,S3-386727130,India,S3,7,0.6233,0.8847
S1-172346173,S3-968067853,India,S3,1,0.8667,0.8497
S1-172346173,S3-497177997,India,S3,981,0.5500,0.3372
S1-172410570,S2-190588481,India,S2,1,1.0000,0.9984
S1-172410570,S2-162128513,India,S2,2,1.0000,0.9991
S1-172410570,S3-192629858,India,S3,4,0.7619,0.9975
S1-17244075,S3-969296260,India,S3,1,0.7667,0.9994
S1-17244075,S2-403212567,India,S2,2,0.7667,0.9999
S1-172444211,S3-63030636,US,S3,1,0.8333,0.9991
S1-172444211,S3-476348118,US,S3,2,0.8333,0.9955
S1-172444211,S2-187439171,US,S2,3,0.8333,0.9997
S1-172504062,S3-507729940,India,S3,1,1.0000,0.9987
S1-172504062,S3-175064872,India,S3,2,0.9200,0.9998
S1-172504062,S2-437540148,India,S2,4,0.6750,0.9835
S1-172546056,S3-797048413,India,S3,1,1.0000,0.9999
S1-172546056,S2-625125989,India,S2,2,1.0000,1.0000
S1-172546056,S2-117237382,India,S2,3,1.0000,0.9980
S1-172546056,S3-590294706,India,S3,4,0.7733,0.9653
S1-172546056,S2-241331906,India,S2,6,0.5556,0.9501
S1-172585031,S3-397447986,US,S3,1,1.0000,0.9998
S1-172585031,S3-272724585,US,S3,2,1.0000,0.9995
S1-172585031,S3-920604881,US,S3,3,0.8544,0.9991
S1-172638369,S3-860681028,US,S3,1,0.8667,0.9993
S1-172638369,S3-277043787,US,S3,2,0.8667,0.7237
S1-172638369,S2-375474127,US,S2,3,0.8667,0.9999
S1-172638369,S2-34286904,US,S2,4,0.8667,0.9972
S1-172652021,S3-892210577,US,S3,2,0.8059,0.9998
S1-172652021,S3-599839397,US,S3,3,0.6721,0.9944
S1-172667135,S3-58878048,US,S3,1,1.0000,0.9993
S1-172705608,S3-71010248,US,S3,5,0.7205,0.9989
S1-172771804,S2-275872899,India,S2,1,1.0000,1.0000
S1-172771804,S3-748957422,India,S3,2,0.8500,0.9974
S1-172771804,S3-548082399,India,S3,3,0.7667,0.9947
S1-172771804,S3-48501571,India,S3,4,0.7667,0.8258
S1-172771804,S2-819207381,India,S2,66,0.5426,0.9882
S1-172788117,S3-539342490,India,S3,1085,0.6275,0.9856
S1-1727961,S3-240532833,US,S3,1,0.7876,0.9977
S1-1727961,S2-717409067,US,S2,2,0.7801,0.9961
S1-17280407,S3-261122492,US,S3,1,1.0000,1.0000
S1-17280407,S2-737470222,US,S2,2,0.9000,0.9993
S1-172857778,S2-176548180,US,S2,1,0.8131,0.9997
S1-172857778,S3-208295099,US,S3,2,0.7444,0.8612
S1-172896845,S3-515032403,India,S3,1,1.0000,0.9996
S1-172896845,S2-121945662,India,S2,4,0.5333,0.9497
S1-172900925,S2-969274137,India,S2,1,1.0000,1.0000
S1-172900925,S2-780882081,India,S2,2,1.0000,0.9998
S1-172900925,S2-572936915,India,S2,3,1.0000,1.0000
S1-172900925,S3-540300926,India,S3,4,0.9000,0.9970
S1-172900925,S3-414213488,India,S3,5,0.9000,0.9998
S1-172950762,S3-156045336,US,S3,1,1.0000,1.0000
S1-172950762,S2-965252369,US,S2,2,1.0000,0.9993
S1-172950762,S2-956261388,US,S2,3,1.0000,1.0000
S1-172950762,S3-369610907,US,S3,4,0.7742,0.9998
S1-17298788,S2-367291943,US,S2,1,0.8117,0.9968
S1-17298788,S2-270461687,US,S2,2,0.8117,0.9986
S1-17298788,S3-839194534,US,S3,4,0.7496,0.9991
S1-17298788,S3-186012129,US,S3,5,0.7362,0.9987
S1-173005739,S2-599087558,India,S2,1,1.0000,0.9999
S1-173005739,S3-365759007,India,S3,2,0.7667,0.9946
S1-173012180,S2-121584978,US,S2,5,0.6667,0.9979
S1-173174213,S3-614652115,US,S3,1,0.8667,0.2570
S1-1731757,S2-315260558,US,S2,1,1.0000,0.9995
S1-173180761,S3-998521958,US,S3,1,1.0000,1.0000
S1-173180761,S2-441774903,US,S2,2,1.0000,0.9997
