s1_id,target_id,country,source,rank_in_arrival,channels,model_score,was_predicted_uncapped,would_pass_tau,s1_name,target_name,s1_addr,target_addr
S1-158441270,S2-590544849,India,S2,952,token_sort+tok_num+strip_name,0.9995,True,True,New Buildwell Corp,NEW BUILDWELL CORP,"Flat No. 5, Ground Floor, Building No. 3, Haji Ali Muncipal Officers Chs., Haji Al, I, Mumbai, Mumbai City, Maharashtra","202, GROUND FLOOR, BUILDING NO. 3, HAJI ALI MUNCIPAL OFFICERS CHS., HAJI AL, I, MUMBAI, Maharashtra"
S1-158441270,S3-894121258,India,S3,2247,tok_num,0.5881,False,False,New Buildwell Corp,New 8uildwell,"Flat No. 5, Ground Floor, Building No. 3, Haji Ali Muncipal Officers Chs., Haji Al, I, Mumbai, Mumbai City, Maharashtra","1, Ground Floor, Building No. 3, Haji Ali Muncipal Officers Chs., Haji Al, I, Mumbai City, Mumbai, महाराष्ट्र"
S1-158441270,S3-753885729,India,S3,2878,tok_num,0.9994,True,True,New Buildwell Corp,Smt New Buildwell,"Flat No. 5, Ground Floor, Building No. 3, Haji Ali Muncipal Officers Chs., Haji Al, I, Mumbai, Mumbai City, Maharashtra","Mumbai, Mumbai City, Flat No. 5, MH"
S1-158539092,S2-951006611,US,S2,135,token_sort+tok_num+strip_name,0.9994,True,True,Urgent Care Specialists,Urgent Care Specialists Inc.,"3490 Kiowa Boulevard, Lake Havasu City, AZ","AZ, LAKE HAVASU CITY, 3490 KIOWA BLVD"
S1-158539092,S2-782232594,US,S2,185,token_sort+tok_num+strip_name,0.9995,True,True,Urgent Care Specialists,Urgent Care Specialists Inc.,"3490 Kiowa Boulevard, Lake Havasu City, AZ","3490 KIOWA BOULEVARD, LAKE HAVASU CITY, AZ"
S1-158539092,S2-278856636,US,S2,206,token_sort+strip_name,0.5736,False,False,Urgent Care Specialists,Urgent Care  Specialists Trading,"3490 Kiowa Boulevard, Lake Havasu City, AZ",
S1-158822808,S2-653934902,US,S2,168,token_sort+tok_num+strip_name,1.0000,True,True,Cobalt Inc,Cobalt Inc,"9734 Lackland Road, Saint Louis, MO","9734 LACKLAND ROAD, ST. LOUIS, MO"
S1-15882385,S3-464461231,India,S3,331,tok_num,0.9993,True,True,Braj Labs Limited,Vantagewexaria+ née Braj Labs Limited,"S No 62 3 Wing D F 305, Green Park Purandar, Purandar, Pune, Maharashtra","Pune, Maharashtra, S No 62 3 Wing D F 305, Green Park Purandar, Purandar"
S1-159173540,S3-12383565,US,S3,41,tok_num,0.9994,True,True,Empire Bakery LLC,Empire Bakery L.L.C.,"80 Timber Circle, Manchester, TN","80. Timber Cir, null, Manchester, Tennessee"
S1-159201692,S2-761750634,India,S2,577,token_sort+tok_num+strip_name,1.0000,True,True,Deepak Electricals Public Limited,Deepak Electricals  Public Limited,"306, Aavkar Flats 12 Jain, Nagar, Nr.Jain Derasar, Ahmadabad City, Ahmedabad, Gujarat","306, AAVKAR FLATS 12 JAIN, NAGAR, NR.JAIN DERASAR, AHMADABAD CITY, ગુજરાત"
S1-159201692,S2-215555817,India,S2,736,token_sort+tok_num+strip_name,0.9999,True,True,Deepak Electricals Public Limited,DEEPAK ELECTRICALS LIMITED [PUBLIC],"306, Aavkar Flats 12 Jain, Nagar, Nr.Jain Derasar, Ahmadabad City, Ahmedabad, Gujarat","306, AAVKAR FLATS 12 JAIN, NAGAR, NR.JAIN DERASAR, AHMADABAD CITY, Gujarat"
S1-159201692,S3-311294455,India,S3,1502,token_sort+tok_num,0.9978,True,True,Deepak Electricals Public Limited,Public Deepak Electricals Limited,"306, Aavkar Flats 12 Jain, Nagar, Nr.Jain Derasar, Ahmadabad City, Ahmedabad, Gujarat","Block F-61 306, Aavkar Flats 12 Jain, Nagar, Nr.jain Derasar, Ahmedabad, GJ"
S1-159285677,S2-741712427,US,S2,352,token_sort+tok_num+strip_name,0.9998,True,True,Northwind,Northwind,"Plymouth, 502 Inman Road, NY","0502 INMAN RD, NORWICH TOWNSHIP, NY"
S1-159285677,S3-977450013,US,S3,834,token_sort+tok_num+strip_name,0.9989,True,True,Northwind,Northwind Services,"Plymouth, 502 Inman Road, NY","502 Inman Rd, Plymouth, New York"
S1-160015253,S3-935164537,US,S3,58,token_sort+tok_num+strip_name,0.9999,True,True,Furlough National Iron Works Inc,Inc Furlough National Iron Works,"123 Johnson Road, Malone, NY","123 Johnson Rd, Malone, New York"
S1-160015253,S3-460095533,US,S3,69,token_sort+tok_num,0.9998,True,True,Furlough National Iron Works Inc,Furlough Inc Iron Works National,"123 Johnson Road, Malone, NY","123 Johnson Rd, Malone, New York"
S1-160182254,S3-227741723,US,S3,47,tok_num,0.9999,True,True,Lee's Reliable Engineering,Lee's,"219 Parker Avenue, Unit 302, West Chicago, IL","219 Parker Avenue, West Chicago, Unit 302, IL"
S1-160373599,S3-526895603,US,S3,127,token_sort+strip_name,0.2848,False,False,Crumley and Raymond Mountain Center,Crumley and Raymond Mountain Services,"608 Oak Drive, Unit B, Capitola, CA","608D Oak Dr, Unit B, Capitolla, California"
S1-160385040,S3-126205811,India,S3,1231,token_sort+tok_num+strip_name,0.9978,True,True,Krishna Engineering Pvt Ltd,Krishna [Engineering],"A4/4 Jay Vidyadani Chs Ltd Om Nagar, Sahar Pipe Line, Andheri East, Mumbai, Mumbai City, Maharashtra","Mumbai, Mumbai City, A4/4 Jay Vidyadani Chs Ltd Om Nagar, Sahar Pipe Line, Andheri East, MH"
S1-160386765,S3-919304896,US,S3,107,tok_num,0.9990,True,True,Patriot League,Patriot (Léageu),"5522 Cross Street, Hope Mills, NC","5522 Cross St, Hope Mills, North Carolina"
S1-160626495,S2-337864773,US,S2,52,tok_num,0.9942,True,True,LRP Jewelers Inc,The LRP Jewelers Ínc | www.thelrpje.com,"Unit 1, 105 Green Street, Marblehead, MA","105 GREEN STREET, MARBLEHEAD, MA"
S1-160626495,S3-552215971,US,S3,62,token_sort+tok_num,0.9859,True,True,LRP Jewelers Inc,Jewelers LRP Inc,"Unit 1, 105 Green Street, Marblehead, MA","# 1, Green St, Marblehead, Massachusetts"
S1-160626495,S3-914017087,US,S3,65,token_sort+tok_num+strip_name,1.0000,True,True,LRP Jewelers Inc,Lrp Jewelers Inc,"Unit 1, 105 Green Street, Marblehead, MA","105 Green St, # 1, Marblehead, Massachusetts"
S1-160626495,S3-778485115,US,S3,83,tok_num,0.9438,False,True,LRP Jewelers Inc,LRP Jewe1ers (ID: 15713),"Unit 1, 105 Green Street, Marblehead, MA","105 Gren St, Marblehead, Massachusetts"
S1-160626495,S3-355985286,US,S3,112,token_sort+tok_num+strip_name,1.0000,True,True,LRP Jewelers Inc,LRP  Jewelers Inc,"Unit 1, 105 Green Street, Marblehead, MA","105 Green Steret, Unit 1, Marblehead, Massachusetts"
S1-160692593,S2-93528786,India,S2,53,token_sort+tok_num+strip_name,1.0000,True,True,Enterprises Kamar Suppliers Pvt. Ltd.,Enterprises Kamar Suppliers Pvt. Ltd,"2702, Ekta Medows, Building No.1, B Wing, Of F We Highway, Borivali East, Khatau Mill L, Mumbai, Mumbai City, Maharashtra","2702 , EKTA MEDOWS, BUILDING NO.1, B WING, OF F WE HIGHWAY, BORIVALI EAST, KHATAU MILL L, MUMBAI, Maharashtra"
S1-16072326,S3-106276597,US,S3,132,token_sort+tok_num+strip_name,0.9999,True,True,"Creative Piedmont Black, PLLC","Creative Piedmont Black,","5 Salem Drive, Mamaroneck, NY","5 Salem Drive, Mamaroneck, New York"
S1-160859937,S2-185733215,India,S2,46,token_sort+tok_num+strip_name,1.0000,True,True,Maya Engineering,Maya Engineering,"Plot No 3 Laxmi Nagarr P T S Road Nagpur, Nagpur, Maharashtra","PLOT NO 3 LAXMI NAGARR P T S ROAD NAGPUR, NAGPUR, Maharashtra"
S1-160859937,S3-234191438,India,S3,1175,tok_num,0.9929,True,True,Maya Engineering,Maya (Eninerling),"Plot No 3 Laxmi Nagarr P T S Road Nagpur, Nagpur, Maharashtra","No 3 Laxmi Nagarr P T S Road Nagpur, Nagpur, MH"
S1-160859937,S3-408001404,India,S3,1188,tok_num,0.9954,True,True,Maya Engineering,M/s Maya Center,"Plot No 3 Laxmi Nagarr P T S Road Nagpur, Nagpur, Maharashtra","Plot No 3 Laxmi Nagarr P T S Road Nagpur, Nagpur, MH"
S1-160859937,S3-681786435,India,S3,1454,token_sort+tok_num+strip_name,1.0000,True,True,Maya Engineering,Maya Engineering,"Plot No 3 Laxmi Nagarr P T S Road Nagpur, Nagpur, Maharashtra","Nagpur, Plot No 3 Laxmi Nagarr P T S Road Nagpur, MH"
S1-160864204,S2-605769503,India,S2,123,token_sort+strip_name,0.8033,False,False,Lakshmi Logistics Private Limited,PRIVATE LAKSHMI LOGISTICS LIMITED,"H. No 184, Ground Floor, Harijan Basti, Sec-7, New Delhi, South West Delhi, Delhi","18, SOUTH WEST DELHI, NEW DELHI, दिल्ली"
S1-160864204,S3-919463122,India,S3,404,token_sort+tok_num+strip_name,0.9999,True,True,Lakshmi Logistics Private Limited,-- Lakshmi Logistics Private (Limited),"H. No 184, Ground Floor, Harijan Basti, Sec-7, New Delhi, South West Delhi, Delhi","H. No 184, Delhi, DL"
S1-160864204,S3-868846568,India,S3,702,token_sort+tok_num+strip_name,0.9999,True,True,Lakshmi Logistics Private Limited,Lakshmi Logistics-Private Limited,"H. No 184, Ground Floor, Harijan Basti, Sec-7, New Delhi, South West Delhi, Delhi","Delhi, DL, H. No 184"
S1-16089602,S2-263662153,India,S2,886,tok_num,0.9938,True,True,Swastik Care Pvt Ltd,Swastik Cg Pvt Ltd,"Telangana, 4-89/1/16/M, Kodad, Bhavani Nagar, Nalgonda","#403 4-89/1/16/M, BHAVANI NAGAR, KODAD, Telangana"
S1-16089602,S3-680451384,India,S3,3640,token_sort+tok_num+strip_name,1.0000,True,True,Swastik Care Pvt Ltd,Swastik Care Pvt Ltd.,"Telangana, 4-89/1/16/M, Kodad, Bhavani Nagar, Nalgonda","4-89/1/16/M, Bhavani Nagar, Kodad, Nalgonda, TG"
S1-160930765,S2-639331136,India,S2,70,token_sort+tok_num+strip_name,0.9992,True,True,Surat Solutions Pvt. Ltd.,Pvt. Surat Solutions Limited,"Shop 305, 3Rd Floor, Super Diamond Apt Hathupura, Saiyedpura, Surat, Gujarat","SHOP A-305, SURAT, ગુજરાત"
S1-160930765,S3-63619818,India,S3,221,token_sort+tok_num+strip_name,0.9994,True,True,Surat Solutions Pvt. Ltd.,Surat Pvt. Ltd. Center,"Shop 305, 3Rd Floor, Super Diamond Apt Hathupura, Saiyedpura, Surat, Gujarat","Shop 305, Surat, ગુજરાત"
S1-160930765,S3-446768848,India,S3,234,token_sort+tok_num+strip_name,0.9996,True,True,Surat Solutions Pvt. Ltd.,Surat Solutions Pvt.,"Shop 305, 3Rd Floor, Super Diamond Apt Hathupura, Saiyedpura, Surat, Gujarat","Shop 305, Surat, GJ"
S1-160964449,S3-359497573,US,S3,281,token_sort+tok_num+strip_name,0.9979,True,True,"Behavioral Health Elite Care Associates, Inc","Behavioral Health Elite Care Associates, [Inc] [Inc]","10525 Lariat Lane, VA, Prince William County, Unit UNIT 31","10525-10529 Lariat Lane, # UNIT 31, Manassas, Virginia"
S1-160964449,S3-475303538,US,S3,359,token_sort+tok_num+strip_name,0.9996,True,True,"Behavioral Health Elite Care Associates, Inc","Behavioral Health Elite Care Associates, Inc.","10525 Lariat Lane, VA, Prince William County, Unit UNIT 31","10525-10529 Lariat Ln, # UNIT 31, Prince William County, Virginia"
S1-161021162,S2-595917559,US,S2,43,token_sort+tok_num+strip_name,0.9965,True,True,Novovue Harbor Engineering LLC,Novovue Harbor Engineering Llc,"231 Silky Dogwood Lane, DE, Middletown","231 SILKY DOGWOOD LN, MIDDLETOWN, DE"
S1-161021162,S3-873129463,US,S3,74,token_sort+tok_num+strip_name,1.0000,True,True,Novovue Harbor Engineering LLC,Novovue Harbor Engineering  LLC,"231 Silky Dogwood Lane, DE, Middletown","231-D Silky Dogwood Ln, Middletown, Delaware"
S1-161021162,S3-578763001,US,S3,85,tok_num,0.9990,True,True,Novovue Harbor Engineering LLC,Novovue Harbor Einereing LLC,"231 Silky Dogwood Lane, DE, Middletown","231-D Silky Dogwood Lane, Middletown, Delaware"
S1-161139999,S2-988367404,India,S2,46,tok_num,0.9953,True,True,Sullurupeta Commodities Pvt Ltd,Sullurupeta Pvt Ltd Center,"D. No: 3-3-41, Government Hospital Street, Sullurupeta, Nellore, Andhra Pradesh","D. NO: C-3-3-41, GOVERNMENT HOSPITAL STREET, SULLURUPETA, Andhra Pradesh"
S1-161139999,S3-19988473,India,S3,74,token_sort+tok_num+strip_name,0.9993,True,True,Sullurupeta Commodities Pvt Ltd,Sullurupeta  Commodities-Pvt Ltd,"D. No: 3-3-41, Government Hospital Street, Sullurupeta, Nellore, Andhra Pradesh","Government Hospital Street, AP, Nellore, D. No: 3-3-4, Sullurupeta"
S1-161139999,S3-711680250,India,S3,75,tok_num,0.8255,False,False,Sullurupeta Commodities Pvt Ltd,Su1lurupeta Commodities Pvt,"D. No: 3-3-41, Government Hospital Street, Sullurupeta, Nellore, Andhra Pradesh","D. No: 3-3-4, Government Hospital Street, Sullurupeta, Nellore, AP"
S1-161216038,S2-749430720,India,S2,151,tok_num,0.9829,True,True,Sarp Agro Company,Mr SARP SARP AGRO,"1127, Gali No. 6, Near Arya Samaj, Arjun Nagar, Gurgaon, Haryana","#714 1127, GALI NO. 6, NEAR ARYA SAMAJ, ARJUN NAGAR, GURGAON, Haryana"
S1-161216038,S3-569488222,India,S3,772,token_sort+tok_num+strip_name,0.9944,True,True,Sarp Agro Company,Sarp-Agro,"1127, Gali No. 6, Near Arya Samaj, Arjun Nagar, Gurgaon, Haryana","1127, Gurgaon, हरियाणा"
S1-161216038,S3-839639128,India,S3,806,token_sort+tok_num+strip_name,0.9990,True,True,Sarp Agro Company,Sarp Agro Co,"1127, Gali No. 6, Near Arya Samaj, Arjun Nagar, Gurgaon, Haryana","1127, Gali No. 6, Near Arya Samaj, Arjun Nagar, Gurgaon, हरियाणा"
S1-161420151,S3-278331484,India,S3,85,token_sort+tok_num+strip_name,0.9998,True,True,Plaza Infotech (India) Pvt Ltd,Plaza-Infotech (India) Pvt Ltd,"Bangalore, Bangalore South, Karnataka, Neeladri Prince, Rangaswamappa Road, Mylasandra., Ff 103","Door No 748- Ff 103, Neeladri Prince, Rangaswamappa Road, Mylasandra., Bangalore South, Bangalore, KA"
S1-161509840,S2-646148948,India,S2,44,tok_num,0.9996,True,True,Designs & Brothers Limited,DESIGNS &,"B-25, Sanjay Nagar Kalwad Road, Jhotwara, Jaipur, Rajasthan","B-25, SANJAY NAGAR KALWAD ROAD, JHOTWARA, JAIPUR, Rajasthan"
S1-161509840,S2-301460671,India,S2,103,token_sort+tok_num+strip_name,0.9997,True,True,Designs & Brothers Limited,Designs & Brothers Ltd,"B-25, Sanjay Nagar Kalwad Road, Jhotwara, Jaipur, Rajasthan","B-25, SANJAY NAGAR KALWAD ROAD, JHOTWARA, JAIPUR, Rajasthan"
S1-161509840,S2-608645831,India,S2,319,token_sort+tok_num+strip_name,0.9997,True,True,Designs & Brothers Limited,Designs & Brothers,"B-25, Sanjay Nagar Kalwad Road, Jhotwara, Jaipur, Rajasthan","B-25, SANJAY NAGAR KALWAD ROAD, JHOTWARA, JAIPUR, Rajasthan"
S1-161509840,S3-341646709,India,S3,530,token_sort+tok_num+strip_name,0.9990,True,True,Designs & Brothers Limited,Designs Brothers Limited Center,"B-25, Sanjay Nagar Kalwad Road, Jhotwara, Jaipur, Rajasthan","B-#25, Sanjay Nagar Kalwad Road, Jhotwara, Jaipur, RJ"
S1-161557902,S2-930791742,India,S2,72,token_sort+tok_num+strip_name,0.9874,True,True,Vijay Software Private Limited,Vijay Software  Private,"8, Hamilton House, J. N. Heredia Marg, Ballard Estate, Mumbai, Maharashtra","#8, HAMILTON HOUE, J. N. HEREDIA MARG, BALLARD ESTATE, महाराष्ट्र"
S1-161557902,S3-503122895,India,S3,948,tok_num,0.9960,True,True,Vijay Software Private Limited,Vijay Software Pvfte Limited,"8, Hamilton House, J. N. Heredia Marg, Ballard Estate, Mumbai, Maharashtra","C-8, Hamilton House, J. N. Heredia Marg, Mumbai, Ballard Estate, महाराष्ट्र"
S1-161634821,S2-158218027,India,S2,612,token_sort+tok_num+strip_name,0.9999,True,True,Vaishvi Brothers Private Limited,Vaishvi-Brothers Private Limited,"H-No-1, Plot No-516/1725 Aryapalli Patia, Ps-Infocity, Bhubaneswar, Khordha, Orissa","NULL, H-NO-1, PLOT NO-516/1725 ARYAPALLI PATIA, PS-INFOCITY, BHUBANESWAR, Odisha"
S1-161634821,S3-801446948,India,S3,4195,token_sort+tok_num+strip_name,1.0000,True,True,Vaishvi Brothers Private Limited,VAISHVI BROTHERS PRIVATE LIMITED,"H-No-1, Plot No-516/1725 Aryapalli Patia, Ps-Infocity, Bhubaneswar, Khordha, Orissa","H-no-1, Bhubaneswar, Plot No-516/1725 Aryapalli Patia, Ps-infocity, OD, Khordha"
S1-161634821,S3-774698263,India,S3,4761,token_sort+tok_num+strip_name,1.0000,True,True,Vaishvi Brothers Private Limited,Vaishvi Brothers Private  Limited,"H-No-1, Plot No-516/1725 Aryapalli Patia, Ps-Infocity, Bhubaneswar, Khordha, Orissa","H-no-1, Plot No-516/1725 Aryapalli Patia, Ps-infocity, Bhubaneswar, Khordha, ଓଡ଼ିଶା"
S1-161634821,S3-711052,India,S3,5653,token_sort+tok_num+strip_name,1.0000,True,True,Vaishvi Brothers Private Limited,Vaishvi Brothers Private-Limited,"H-No-1, Plot No-516/1725 Aryapalli Patia, Ps-Infocity, Bhubaneswar, Khordha, Orissa","H-no-1, Plot No-516/1725 Aryapalli Patia, Ps-infocity, Khordha, Bhubaneswar, OD"
S1-161708141,S2-270354858,India,S2,83,token_sort+tok_num+strip_name,0.9993,True,True,Monsoon Brothers Private Limited,MONSOON BROTHERS  PRIVATE,"36- Dravid Marg Kshir Sagar Colony, Ujjain, Madhya Pradesh","36- DRAVID MARG KSHIR SAGAR COLONY, UJJAIN, null, Madhya Pradesh"
S1-161708141,S2-992997642,India,S2,108,token_sort+tok_num+strip_name,1.0000,True,True,Monsoon Brothers Private Limited,monsoon brothers private limited,"36- Dravid Marg Kshir Sagar Colony, Ujjain, Madhya Pradesh","null, 36- DRAVID MARG KSHIR SAGAR COLONY, UJJAIN, Madhya Pradesh"
S1-161708141,S2-102846183,India,S2,217,token_sort+tok_num+strip_name,0.9993,True,True,Monsoon Brothers Private Limited,Monsoon Brothers Private Ltd,"36- Dravid Marg Kshir Sagar Colony, Ujjain, Madhya Pradesh","36- DRAVID MARG KSHIR SAGAR COLONY, UJJAIN, null, Madhya Pradesh"
S1-161711931,S2-963303792,US,S2,55,token_sort+tok_num+strip_name,1.0000,True,True,"Saldana Equity Partners, Inc","saldana equity partners, inc","60 Newland Street, Springfield, MA","60 NEWLAND ST, SPRINGFIELD, MA"
S1-161976550,S2-616099822,US,S2,198,tok_num,0.9907,True,True,Orthopedic Clinic Inc,Orthopedic Inc Service,"Accomack County, 37478 Davy Jones Boulevard, VA","37478 DAVY JONES BLVD, ACCOMACK COUNTY, VA"
S1-161976550,S3-826298894,US,S3,298,token_sort+tok_num+strip_name,1.0000,True,True,Orthopedic Clinic Inc,Orthopedic-Clinic Inc,"Accomack County, 37478 Davy Jones Boulevard, VA","##37478 Davy Jones Boulevard, Greenbackville, Virginia"
S1-162016223,S2-61657751,US,S2,77,token_sort+tok_num+strip_name,0.9996,True,True,Blue Tattoo! Inc.,Blue Inc. Tattoo!,"3104 Federal Boulevard, Morristown, TN","03104 FEDERAL BLVD, MORRISTOWN, TN"
S1-162050200,S3-520011578,US,S3,128,token_sort+tok_num+strip_name,1.0000,True,True,A Cure 2 IT Associates,A Cure 2 IT Associates,"MD, Bowie, 164 Lawndale Drive","Maryland, 0164 Lawndale Drive, Bowie"
S1-162148121,S2-603157320,US,S2,69,tok_num,0.9983,True,True,Great Medical Center,Great Meadoiail Center,"9 Demond Avenue, Westfield, MA","9 DEMOND AVENUE, WESTFIELD, MA"
S1-162148121,S3-138560477,US,S3,150,token_sort+tok_num+strip_name,0.9997,True,True,Great Medical Center,Great Medical Center Inc.,"9 Demond Avenue, Westfield, MA","9- Demond Ave, Westfield, Massachusetts"
S1-162226238,S3-283434866,India,S3,47,token_sort+strip_name,1.0000,True,True,Km Industries Group,Km Industries Group,"Door No. 5/1 (29) Abiramapuram, 4Th Street, Alwarpet, Chennai, Tamil Nadu","Chennai, தமிழ்நாடு, 4Th Street, Alwarpet, Alwarpet, Door No. 5/1 (29) Abiramapuram"
S1-162271787,S2-539362041,US,S2,813,token_sort+tok_num+strip_name,1.0000,True,True,Behavioral Health Center Inc,Behavioral Health Center Inc.,"7964 Frances Road, Fl 0, Pasadena, MD","7964 FRANCES RD, PASADENA, MD"
S1-162271787,S3-775395496,US,S3,1551,token_sort+tok_num+strip_name,1.0000,True,True,Behavioral Health Center Inc,behavioral health center inc,"7964 Frances Road, Fl 0, Pasadena, MD","7964 Frances Road, Fl 0, Pasadena, Maryland"
S1-162331995,S2-27444660,US,S2,296,token_sort+tok_num+strip_name,0.9997,True,True,Pediatric Dental Group,Pediatric Dental LLC LLC,"1038 Mango Court, West Salem, OH","1038 MANGO CT, WEST SALEM, OH"
S1-162515869,S2-396752857,India,S2,147,token_sort+tok_num+strip_name,0.9993,True,True,Gupta Brothers,Gupta Brothers LLP,"Flat No.31411, Tower 3, Nikoo Homes 1, Bharatiya City, Bangalore, Bangalore, Karnataka","Karnataka, FLAT NO.31411, TOWER 3, NIKOO HOMES 1, BHARATIYA CITY, BANGALORE, BANGALORE"
S1-162515869,S3-861075221,India,S3,9994,tok_num,0.9889,True,True,Gupta Brothers,Gupta Partners,"Flat No.31411, Tower 3, Nikoo Homes 1, Bharatiya City, Bangalore, Bangalore, Karnataka","No 31411, Tower 3, Nikoo Homes 1, Bharatiya City, Bangalore, Bangalore, KA"
S1-162606141,S2-95227721,India,S2,283,tok_num,0.9994,True,True,Balaji Swastik Finance Private Limited,बालाजी Swastik फाइनेंस प्राइवेट लिमिटेड,"C/O Anilkumar Tukaram Raut, P No. 5-A F No. G-16, Gopalnagar, Nagpur, Maharashtra","C/O ANILKUMAR TUKARAM RAUT, P NO. 5-A F NO. G-16, GOPALNAGAR, NAGPUR, Maharashtra"
S1-162606141,S2-67371461,India,S2,298,token_sort+tok_num+strip_name,0.9988,True,True,Balaji Swastik Finance Private Limited,BALAJI SWASTIK-FINANCE-PRIVATE LIMITED,"C/O Anilkumar Tukaram Raut, P No. 5-A F No. G-16, Gopalnagar, Nagpur, Maharashtra","Maharashtra, C/O ANILKUMAR TUKARAM RAUT, P NO. 6-A F NO. G-16, GOPALNAGAR, NAGPUR"
S1-162606141,S2-482118574,India,S2,725,token_sort+tok_num+strip_name,0.3151,False,False,Balaji Swastik Finance Private Limited,Balaji Swastik Finance Private,"C/O Anilkumar Tukaram Raut, P No. 5-A F No. G-16, Gopalnagar, Nagpur, Maharashtra","C/O ANILKUMAR TUKARAM RAUT, P NO. 6-A F NO. G-16, GOPALNAGAR, NAGPUR, Maharashtra"
S1-162755937,S3-448337690,India,S3,4646,tok_num,0.9919,True,True,Gondwana & Brothers Private Limited,Gondwana & Brothers Limited (Partners),"Pune, Maharashtra, Bhusari Colony, C1/301 Saudamini Commercial Complex S. No. 101/1, Pune","C1/301 Saudamini Commercial Complex S. No. 101/1, Bhusari Colony, Pune, MH"
S1-162755937,S3-616995857,India,S3,7418,tok_num,0.9992,True,True,Gondwana & Brothers Private Limited,Gondwana and Limited Private Brothers,"Pune, Maharashtra, Bhusari Colony, C1/301 Saudamini Commercial Complex S. No. 101/1, Pune","C1/301 Saudamini Commercial Copmlex S. No. 101/1, Bhusari Colony, Pune, MH"
S1-162918786,S3-914219806,US,S3,41,tok_num,0.9989,True,True,Smart Oyster LLC,Smart Oyster L.L.C.,"16 Mingo Street, Milton, MA","16 Mingo St, Milton, Massachusetts"
S1-163029366,S3-944067488,India,S3,739,token_sort+tok_num+strip_name,0.9996,True,True,Shiv Institute Pvt Ltd,Shiv Institute Pvt,"4 Nikhil Enclave, Shastripuram, Agra, Uttar Pradesh","4 Nikihl Enclave, Agra, Shastripuram, UP"
S1-163029366,S3-759358960,India,S3,996,tok_num,0.8879,False,False,Shiv Institute Pvt Ltd,Shri Shiv Intiffget Pvt Ltd,"4 Nikhil Enclave, Shastripuram, Agra, Uttar Pradesh","4 Nikhil Enclave, Agra, Shastripuram, UP"
S1-163029366,S3-536921302,India,S3,1252,tok_num,0.9994,True,True,Shiv Institute Pvt Ltd,Sri Shiv Institute  Pvt Ltd,"4 Nikhil Enclave, Shastripuram, Agra, Uttar Pradesh","4 Nikhil Enclave, Shastripuram, Agra, UP"
S1-16307637,S3-169487733,US,S3,48,tok_num,0.9994,True,True,Chavez Better Inc.,Avihalo DBA Chavez Better Inc.,"101 College Street, Dumas, AR","Dumas, AR, 101 College Street"
S1-163137293,S3-624694554,India,S3,78,token_sort+tok_num+strip_name,0.9995,True,True,Jain Exports Pvt Ltd,Jain Exports Pvt,"Ahmedabad, Gala Imperia, Drive In Road Nr.Doordarshan Tower, Gujarat, B-902, Ahmedabad","B-902, Ahmedabad, NULL, GJ"
S1-16321339,S2-271099474,US,S2,231,token_sort+strip_name,0.3469,False,False,A Classic Partners LLC,A Classic Partners,"6 Green Tree Drive, South Burlington, VT","GREEN TREE DR, SOUTH BURLINGTON, VT"
S1-16321339,S3-775455097,US,S3,566,token_sort+strip_name,0.9983,True,True,A Classic Partners LLC,A Classic Partners [LLC],"6 Green Tree Drive, South Burlington, VT","Green Tree Drive, South Burlington, Vermont"
S1-163233890,S2-768665168,India,S2,56,token_sort+tok_num+strip_name,0.9978,True,True,Sree Marketing Private Limited,Sree Marketing Private [Ltd],"Bihar, People'S Co-Operative Colony Near Old Pani Tanki, Ca 62, Patna, Kankarbagh","CA 62, PEOPLE'S CO-OPERATIVE COLONY NEAR OLD PANI TANKI, KANKARBAGH, Bihar"
S1-163322739,S3-636435370,US,S3,105,token_sort+tok_num+strip_name,0.9997,True,True,Health League,Health League LLC,"Indianapolis, IN, 7410 Runningbrook Way","Indiana, Indianapolis, 7410 Runningbrook Way"
S1-163344303,S2-56850331,India,S2,190,token_sort+tok_num+strip_name,0.9982,True,True,Kolkata Technologies Private Limited,Kolkata Technologies Private,"88 Muktaram Babu Street 2Nd Floor, Kolkata, Howrah, West Bengal","88. MUKTARAM BABU STREET 2ND FLOOR, KOLNATA, KOLKATA, West Bengal"
S1-163344303,S3-241218656,India,S3,1152,token_sort+tok_num+strip_name,0.9983,True,True,Kolkata Technologies Private Limited,Kolkata Technologies Private,"88 Muktaram Babu Street 2Nd Floor, Kolkata, Howrah, West Bengal","H.no 88 Muktaram Babu Street 2Nd Floor, Kolkata, Howrah, পশ্চিমবঙ্গ"
S1-163344303,S3-758907731,India,S3,1605,token_sort+tok_num+strip_name,0.9980,True,True,Kolkata Technologies Private Limited,Kolkata Technologies,"88 Muktaram Babu Street 2Nd Floor, Kolkata, Howrah, West Bengal","88 Muktaram Babu Street 2Nd Floor, Kolkata, Howrah, Kolkata, WB"
S1-163344303,S3-81214952,India,S3,2041,token_sort+tok_num+strip_name,0.9925,False,True,Kolkata Technologies Private Limited,Kolkata Technologies Limited Private,"88 Muktaram Babu Street 2Nd Floor, Kolkata, Howrah, West Bengal","88 Muktaram Babu Street 2Nd Floor, Kolkata, Howrah, WB"
S1-163352735,S3-510082896,US,S3,42,tok_num,0.9997,True,True,Miller Fuel LLC,Miller Fuel L.L.C.,"4231 Highway 7, Bismarck, AR","4231 Highway 7, Bismarck, Arkansas"
